WorkerId,HITId,TrialNum,Answer.Rating,Plausibility,Item,Input.trial
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,2,7,plaus,23,The judge is sentencing the criminal.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,22,1,implaus,24,The child is pulling the father on the sled.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,15,7,plaus,25,Santa is giving the girl a present.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,37,3,implaus,26,The queen is bowing to the peasant.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,25,7,plaus,27,The lady is applauding the athlete.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,40,5,implaus,28,The son is tying the father's shoes.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,26,7,plaus,29,The thief is stealing the purse from the grandma.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,23,7,plaus,30,The cat is chasing the mouse.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,39,2,implaus,31,The patient is pushing the visitor.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,36,7,plaus,32,The relative is bringing flowers to the patient.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,12,5,implaus,33,The worker is yelling at the boss.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,42,7,plaus,34,The dog is leading the blind person.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,14,1,implaus,35,The woman is preventing the bouncer from entering.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,33,7,plaus,36,The dog is licking the girl on the face.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,30,5,implaus,37,The woman is proposing to the man.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,28,7,plaus,38,The tailor is measuring the princess.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,38,1,implaus,39,The grandmother is saving the lifeguard.
A1M682B2WUSYJP,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,34,4,implaus,40,The lady is opening the door for the chauffeur.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,5,1,implaus,1,The criminal is arresting the cop.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,35,7,plaus,2,The babysitter is scolding the child.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,20,2,implaus,3,The patient is using a stethoscope on the doctor.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,32,7,plaus,4,The fireman is rescuing the grandmother.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,23,7,plaus,5,The dentist is treating the patient.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,17,1,implaus,6,The girl is frightening the ghost.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,16,7,plaus,7,The mother is feeding the baby.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,26,3,implaus,8,The businessman is painting the artist.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,30,7,plaus,9,The groom is carrying the bride.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,4,7,plaus,10,The jester is entertaining the king.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,38,1,implaus,11,The Safari guide is pouncing on the lion.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,37,7,plaus,12,The photographer is taking a picture of the model.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,24,2,implaus,13,The princess is kidnapping the pirate.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,11,7,plaus,14,The priest is blessing the bride.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,18,1,implaus,15,The snorkeler is biting the shark.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,36,7,plaus,16,The professor is lecturing to the student.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,6,2,implaus,17,The woman is biting the vampire.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,8,1,plaus,18,The waiter is serving the customer.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,2,1,implaus,19,The beggar is giving money to the lawyer.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,41,5,implaus,20,The lady is cooking for the chef.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,19,7,plaus,21,The ballerina is dancing for the grandpa.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,33,2,implaus,22,The sportsstar is interviewing the journalist.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,3,7,plaus,23,The judge is sentencing the criminal.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,39,3,implaus,24,The child is pulling the father on the sled.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,21,7,plaus,25,Santa is giving the girl a present.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,31,1,implaus,26,The queen is bowing to the peasant.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,22,7,plaus,27,The lady is applauding the athlete.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,29,6,implaus,28,The son is tying the father's shoes.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,14,7,plaus,29,The thief is stealing the purse from the grandma.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,25,7,plaus,30,The cat is chasing the mouse.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,9,2,implaus,31,The patient is pushing the visitor.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,7,7,plaus,32,The relative is bringing flowers to the patient.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,13,5,implaus,33,The worker is yelling at the boss.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,34,7,plaus,34,The dog is leading the blind person.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,10,3,implaus,35,The woman is preventing the bouncer from entering.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,28,7,plaus,36,The dog is licking the girl on the face.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,27,6,implaus,37,The woman is proposing to the man.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,42,7,plaus,38,The tailor is measuring the princess.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,40,2,implaus,39,The grandmother is saving the lifeguard.
A1P6OXEJ86HQRM,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,1,3,implaus,40,The lady is opening the door for the chauffeur.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,33,7,plaus,1,The cop is arresting the criminal.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,37,2,implaus,2,The child is scolding the babysitter.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,18,7,plaus,3,The doctor is using a stethoscope on the patient.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,38,2,implaus,4,The grandmother is rescuing the fireman.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,26,2,implaus,5,The patient is treating the dentist.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,7,7,plaus,6,The ghost is frightening the girl.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,10,2,implaus,7,The baby is feeding the mother.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,20,2,plaus,8,The artist is painting the businessman.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,6,4,implaus,9,The bride is carrying the groom.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,15,2,implaus,10,The king is entertaining the jester.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,42,7,plaus,11,The lion is pouncing on the Safari guide.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,30,2,implaus,12,The model is taking a picture of the photographer.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,29,7,plaus,13,The pirate is kidnapping the princess.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,36,2,implaus,14,The bride is blessing the priest.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,16,7,plaus,15,The shark is biting the snorkeler.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,39,2,implaus,16,The student is lecturing to the professor.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,23,7,plaus,17,The vampire is biting the woman.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,21,2,implaus,18,The customer is serving the waiter.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,11,7,plaus,19,The lawyer is giving money to the beggar.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,2,7,plaus,20,The chef is cooking for the lady.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,9,3,implaus,21,The grandpa is dancing for the ballerina.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,4,7,plaus,22,The journalist is interviewng the sportsstar.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,17,2,implaus,23,The criminal is sentencing the judge.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,19,7,plaus,24,The father is pulling the child on the sled.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,32,2,implaus,25,The girl is giving Santa a present.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,3,7,plaus,26,The peasant is bowing to the queen.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,1,7,implaus,27,The athlete is applauding the lady.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,8,7,plaus,28,The father is tying the son's shoes.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,34,3,implaus,29,The grandma is stealing the purse from the thief.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,27,2,implaus,30,The mouse is chasing the cat.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,41,6,plaus,31,The visitor is pushing the patient.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,12,2,implaus,32,The patient is bringing flowers to the relative.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,24,7,plaus,33,The boss is yelling at the worker.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,25,2,implaus,34,The blind person is leading the dog.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,5,7,plaus,35,The bouncer is preventing the woman from entering.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,22,4,implaus,36,The girl is licking the dog on the face.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,13,7,plaus,37,The man is proposing to the woman.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,28,2,implaus,38,The princess is measuring the tailor.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,31,7,plaus,39,The lifeguard is saving the grandmother.
A1SISJL5ST2PWH,3TC2K6WK9G2EA7EYZAME64VUFSC28C,40,7,plaus,40,The chauffeur is opening the door for the lady.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,13,1,implaus,1,The criminal is arresting the cop.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,8,6,plaus,2,The babysitter is scolding the child.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,4,1,implaus,3,The patient is using a stethoscope on the doctor.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,17,7,plaus,4,The fireman is rescuing the grandmother.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,21,7,plaus,5,The dentist is treating the patient.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,11,1,implaus,6,The girl is frightening the ghost.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,10,7,plaus,7,The mother is feeding the baby.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,6,4,implaus,8,The businessman is painting the artist.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,31,7,plaus,9,The groom is carrying the bride.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,41,6,plaus,10,The jester is entertaining the king.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,32,1,implaus,11,The Safari guide is pouncing on the lion.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,19,7,plaus,12,The photographer is taking a picture of the model.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,24,1,implaus,13,The princess is kidnapping the pirate.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,5,7,plaus,14,The priest is blessing the bride.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,18,1,implaus,15,The snorkeler is biting the shark.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,16,7,plaus,16,The professor is lecturing to the student.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,1,1,implaus,17,The woman is biting the vampire.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,7,7,plaus,18,The waiter is serving the customer.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,9,2,implaus,19,The beggar is giving money to the lawyer.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,3,2,implaus,20,The lady is cooking for the chef.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,27,5,plaus,21,The ballerina is dancing for the grandpa.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,29,2,implaus,22,The sportsstar is interviewing the journalist.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,2,7,plaus,23,The judge is sentencing the criminal.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,22,1,implaus,24,The child is pulling the father on the sled.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,15,7,plaus,25,Santa is giving the girl a present.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,37,1,implaus,26,The queen is bowing to the peasant.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,25,7,plaus,27,The lady is applauding the athlete.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,40,5,implaus,28,The son is tying the father's shoes.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,26,7,plaus,29,The thief is stealing the purse from the grandma.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,23,7,plaus,30,The cat is chasing the mouse.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,39,1,implaus,31,The patient is pushing the visitor.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,36,7,plaus,32,The relative is bringing flowers to the patient.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,12,4,implaus,33,The worker is yelling at the boss.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,42,7,plaus,34,The dog is leading the blind person.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,14,1,implaus,35,The woman is preventing the bouncer from entering.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,33,7,plaus,36,The dog is licking the girl on the face.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,30,2,implaus,37,The woman is proposing to the man.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,28,7,plaus,38,The tailor is measuring the princess.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,38,NA,implaus,39,The grandmother is saving the lifeguard.
A1VR1XQEQQXYUE,3WKGUBL7SZMJSSD4XDE64OEYJ674LW,34,3,implaus,40,The lady is opening the door for the chauffeur.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,5,2,implaus,1,The criminal is arresting the cop.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,35,6,plaus,2,The babysitter is scolding the child.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,20,3,implaus,3,The patient is using a stethoscope on the doctor.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,32,6,plaus,4,The fireman is rescuing the grandmother.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,23,7,plaus,5,The dentist is treating the patient.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,17,2,implaus,6,The girl is frightening the ghost.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,16,7,plaus,7,The mother is feeding the baby.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,26,2,implaus,8,The businessman is painting the artist.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,30,5,plaus,9,The groom is carrying the bride.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,4,7,plaus,10,The jester is entertaining the king.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,38,2,implaus,11,The Safari guide is pouncing on the lion.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,37,6,plaus,12,The photographer is taking a picture of the model.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,24,2,implaus,13,The princess is kidnapping the pirate.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,11,6,plaus,14,The priest is blessing the bride.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,18,2,implaus,15,The snorkeler is biting the shark.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,36,7,plaus,16,The professor is lecturing to the student.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,6,3,implaus,17,The woman is biting the vampire.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,8,7,plaus,18,The waiter is serving the customer.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,2,1,implaus,19,The beggar is giving money to the lawyer.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,41,3,implaus,20,The lady is cooking for the chef.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,19,7,plaus,21,The ballerina is dancing for the grandpa.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,33,2,implaus,22,The sportsstar is interviewing the journalist.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,3,7,plaus,23,The judge is sentencing the criminal.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,39,2,implaus,24,The child is pulling the father on the sled.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,21,5,plaus,25,Santa is giving the girl a present.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,31,3,implaus,26,The queen is bowing to the peasant.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,22,6,plaus,27,The lady is applauding the athlete.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,29,4,implaus,28,The son is tying the father's shoes.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,14,7,plaus,29,The thief is stealing the purse from the grandma.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,25,6,plaus,30,The cat is chasing the mouse.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,9,3,implaus,31,The patient is pushing the visitor.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,7,7,plaus,32,The relative is bringing flowers to the patient.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,13,4,implaus,33,The worker is yelling at the boss.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,34,6,plaus,34,The dog is leading the blind person.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,10,2,implaus,35,The woman is preventing the bouncer from entering.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,28,6,plaus,36,The dog is licking the girl on the face.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,27,3,implaus,37,The woman is proposing to the man.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,42,6,plaus,38,The tailor is measuring the princess.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,40,2,implaus,39,The grandmother is saving the lifeguard.
A1WS9UHL45VZ0X,3RQVKZ7ZRKJAAT9FP5U8S4ZZ48627P,1,2,implaus,40,The lady is opening the door for the chauffeur.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,33,7,plaus,1,The cop is arresting the criminal.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,37,2,implaus,2,The child is scolding the babysitter.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,18,7,plaus,3,The doctor is using a stethoscope on the patient.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,38,1,implaus,4,The grandmother is rescuing the fireman.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,26,1,implaus,5,The patient is treating the dentist.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,7,7,plaus,6,The ghost is frightening the girl.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,10,1,implaus,7,The baby is feeding the mother.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,20,7,plaus,8,The artist is painting the businessman.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,6,4,implaus,9,The bride is carrying the groom.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,15,1,implaus,10,The king is entertaining the jester.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,42,7,plaus,11,The lion is pouncing on the Safari guide.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,30,1,implaus,12,The model is taking a picture of the photographer.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,29,7,plaus,13,The pirate is kidnapping the princess.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,36,1,implaus,14,The bride is blessing the priest.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,16,7,plaus,15,The shark is biting the snorkeler.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,39,2,implaus,16,The student is lecturing to the professor.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,23,7,plaus,17,The vampire is biting the woman.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,21,1,implaus,18,The customer is serving the waiter.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,11,7,plaus,19,The lawyer is giving money to the beggar.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,2,7,plaus,20,The chef is cooking for the lady.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,9,3,implaus,21,The grandpa is dancing for the ballerina.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,4,7,plaus,22,The journalist is interviewng the sportsstar.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,17,1,implaus,23,The criminal is sentencing the judge.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,19,7,plaus,24,The father is pulling the child on the sled.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,32,1,implaus,25,The girl is giving Santa a present.
A1XVEKS9O73ERE,3TC2K6WK9G2EA7EYZAME64VUFSC28C,3,7,plaus,26,The peasant is bowing to the queen.
